artist,genre
ERIA FACHIN,[]
McAULEY SCHENKER GROUP,"['glam metal', 'hard rock', 'album rock']"
SUGA FREE,"['west coast rap', 'g funk', 'hyphy', 'gangster rap', 'juggalo']"
NELLY featuring JEREMIH,"['pop rap', 'southern hip hop', 'dance pop', 'hip hop']"
RED SOVINE,"['country gospel', 'cowboy western', 'traditional country', 'nashville sound', 'honky tonk', 'western swing']"
PHIL VASSER,[]
JOHN MILES,"['soft rock', 'album rock', 'progressive rock', 'mellow gold']"
R KELLY,"['urban contemporary', 'r&b', 'pop christmas', 'new jack swing', 'soul christmas', 'dance pop', 'indie r&b', 'pop', 'pop rap']"
TRAMMPS,"['disco', 'hi nrg', 'post-disco', 'soul christmas', 'quiet storm', 'funk', 'motown', 'classic funk rock', 'soul']"
WILL YOUNG,"['europop', 'talent show', 'dance pop']"
ANGEL,[]
TONI ARDEN,['deep adult standards']
DRAKE featuring JAY-Z,"['pop rap', 'indie r&b', 'alternative hip hop', 'hip hop']"
SARAYA,"['glam metal', 'melodic hard rock', 'sleaze rock', 'hard rock']"
THE RIBBONS,['girl group']
THE IN CROWD,['freakbeat']
GARY MOORE,"['blues-rock', 'modern blues', 'electric blues', 'classic rock', 'album rock', 'rock', 'british blues', 'hard rock', 'southern rock', 'texas blues']"
Milli Vanilli,['boy band']
MAX WERNER,[]
WALE featuring JEREMIH,"['alternative hip hop', 'pop rap', 'trap music', 'hip hop', 'indie r&b']"
TODAY'S PEOPLE,[]
FETTY WAP,['trap music']
APRIL WINE,"['album rock', 'rock', 'hard rock', 'southern rock', 'classic rock', 'glam metal']"
G UNIT,"['gangster rap', 'pop rap', 'rap', 'dirty south rap', 'southern hip hop', 'hip hop', 'hardcore hip hop']"
SIMPLY RED,"['soft rock', 'new wave pop', 'mellow gold', 'new romantic']"
THE LAST GOODNIGHT,"['pop rock', 'neo mellow', 'post-grunge']"
SHEDAISY,"['country', 'country dawn', 'contemporary country', 'country christmas', 'country road', 'pop christmas']"
MINNIE RIPERTON,"['quiet storm', 'soul', 'classic funk rock', 'disco', 'motown', 'funk', 'chicago soul', 'funk rock', 'southern soul']"
ICE CUBE featuring DAS EFX,"['gangster rap', 'g funk', 'juggalo', 'rap', 'west coast rap', 'hip hop', 'hardcore hip hop', 'rap rock']"
DONNA LYNN,['girl group']
JAMES INGRAM,"['quiet storm', 'new jack swing', 'soul', 'motown', 'urban contemporary']"
PAUL McCARTNEY with STEVIE WONDER,"['mellow gold', 'soft rock', 'pop christmas']"
TREY SONGZ,"['r&b', 'indie r&b', 'urban contemporary', 'pop christmas', 'dance pop', 'pop rap']"
FOUR LADS,"['deep adult standards', 'christmas', 'adult standards', 'easy listening']"
JONI JAMES,"['deep adult standards', 'adult standards', 'christmas', 'easy listening']"
95 SOUTH,['miami bass']
CONTINENTAL 4,[]
MC LYTE featuring XSCAPE,"['old school hip hop', 'hip pop', 'rap', 'hip hop', 'hardcore hip hop']"
REGINA BELLE,"['quiet storm', 'new jack swing', 'urban contemporary', 'neo soul']"
SOUNDGARDEN,"['grunge', 'funk metal', 'alternative rock', 'alternative metal', 'post-grunge', 'funk rock', 'rap rock', 'rock']"
IMAGINATION,"['post-disco', 'disco', 'hi nrg']"
FIVE MAN ELECTRICAL BAND,"['bubblegum pop', 'soft rock']"
SHAKIRA featuring RIHANNA,"['latin', 'latin pop', 'dance pop', 'pop', 'hurban']"
PLASTIC ONO BAND,[]
EVERYTHING IS EVERYTHING,[]
INNER CITY,"['acid house', 'hip house', 'chicago house', 'detroit techno', 'techno', 'deep house']"
CHRIS BARTLEY,[]
MARQUES HOUSTON feat JOE BUDDEN & PIED PIPER,"['alternative r&b', 'r&b', 'urban contemporary', 'new jack swing', 'dance pop']"
THE NOTORIOUS B.I.G. featuring PUFF DADDY & MASE,"['rap', 'hip hop', 'gangster rap', 'hardcore hip hop', 'pop rap']"
PATRA & AARON HALL,[]
ZAC BROWN BAND featuring ALAN JACKSON,"['country road', 'contemporary country', 'country']"
LOUISE GOFFIN,[]
CHUBBY CHECKER with DEE DEE SHARP,"['rock-and-roll', 'rockabilly', 'brill building pop']"
THE WOMENFOLK,[]
GENE CHANDLER,"['chicago soul', 'beach music', 'motown', 'northern soul', 'soul', 'southern soul', 'memphis soul', 'brill building pop', 'doo-wop', 'jazz blues', 'soul blues', 'quiet storm']"
FRAMING HANLEY,"['post-grunge', 'screamo']"
DONOVAN,"['folk rock', 'traditional folk', 'folk', 'psychedelic rock', 'british folk', 'british invasion', 'singer-songwriter', 'british blues', 'mellow gold', 'folk-pop']"
JACKSON 5,[]
OFF BROADWAY USA,[]
RUFUS with CHAKA KHAN,"['funk', 'classic funk rock', 'quiet storm', 'funk rock', 'post-disco', 'disco', 'soul', 'motown']"
NICOLE SCHERZINGER,"['pop', 'dance pop', 'teen pop', 'europop', 'hip pop', 'r&b', 'urban contemporary']"
MONTELL JORDAN featuring MASTER P & SILKK THE SHOCKER,"['new jack swing', 'soul christmas', 'urban contemporary', 'r&b', 'pop christmas', 'neo soul', 'hip pop']"
LIL' SUZY,"['freestyle', 'deep freestyle', 'hi nrg', 'soul christmas']"
JOHNNY SEA,[]
BEE GEES,"['soft rock', 'mellow gold', 'disco', 'soul christmas']"
MICHAEL (MARTIN) MURPHEY,"['country rock', 'nashville sound', 'traditional country', 'country christmas', 'cowboy western', 'outlaw country', 'country']"
FUTURE featuring T.I.,"['deep trap', 'trap music', 'alternative hip hop', 'pop rap']"
RICK ROSS featuring STYLES P,"['trap music', 'southern hip hop', 'pop rap', 'dirty south rap', 'alternative hip hop', 'crunk', 'gangster rap', 'hip hop', 'indie r&b', 'rap']"
OAK RIDGE BOYS,"['country gospel', 'nashville sound', 'traditional country', 'country']"
NORMAN GREENBAUM,"['bubblegum pop', 'folk rock', 'mellow gold', 'soft rock', 'classic rock', 'country rock', 'album rock']"
TERRY ELLIS,[]
WYCLEF JEAN featuring MISSY ELLIOTT,"['hip hop', 'pop rap', 'hip pop', 'indie r&b', 'southern hip hop', 'dance pop', 'neo soul', 'soul christmas', 'dirty south rap', 'rap', 'r&b', 'urban contemporary', 'pop christmas']"
AL MARTINO,"['christmas', 'adult standards', 'easy listening', 'lounge', 'deep adult standards']"
CAPTAIN SKY,[]
VAUGHN MONROE & HIS ORCHESTRA,[]
KEVIN JOHNSON,[]
PITBULL featuring T-PAIN,"['dance pop', 'pop', 'pop rap', 'latin', 'hurban']"
JORDIN SPARKS,"['pop christmas', 'dance pop', 'teen pop', 'pop', 'soul christmas', 'r&b', 'urban contemporary', 'pop rock']"
DAVID McCALLUM,"['exotica', 'lounge']"
GENE SIMMONS,"['hard rock', 'glam metal', 'rock', 'glam rock', 'album rock']"
RUBBER RODEO,"['deep new wave', 'cowpunk']"
PEPPERMINT RAINBOW,['bubblegum pop']
CROWDED HOUSE,"['permanent wave', 'australian alternative rock', 'australian pop', 'pop rock', 'new romantic', 'new wave', 'new wave pop']"
ASHLEY TISDALE & LUCAS GRABEEL,[]
THE SILHOUETTES,['doo-wop']
THE DADDY-O'S,[]
GQ,[]
RAY CONNIFF,"['easy listening', 'christmas', 'lounge', 'adult standards', 'exotica']"
SAM HARRIS,[]
CHRISTION,[]
LORDE,"['metropopolis', 'pop']"
ROD STEWART with THE FACES,"['mellow gold', 'soft rock', 'singer-songwriter', 'folk rock', 'glam rock', 'classic rock', 'roots rock', 'folk christmas', 'blues-rock', 'album rock', 'rock']"
CURRENT,[]
O.C. SMITH,"['beach music', 'chicago soul', 'memphis soul', 'southern soul', 'motown', 'soul', 'northern soul', 'soul blues']"
ANDREA MARTIN,[]
ANNIE LENNOX,"['new wave pop', 'pop christmas', 'folk christmas', 'soft rock', 'pop rock', 'folk-pop', 'mellow gold']"
METRO STATION,"['electropowerpop', 'punk christmas', 'pop punk']"
RAINDROPS,[]
TOM KIMMEL,[]
CHRISTINA AGUILERA & BEVERLY McCLELLAN,[]
FABOLOUS featuring NE-YO,"['pop rap', 'trap music', 'southern hip hop', 'hip hop', 'alternative hip hop', 'dirty south rap', 'rap', 'hardcore hip hop']"
TONY YAYO featuring 50 CENT,"['rap', 'pop rap', 'crunk', 'gangster rap', 'dirty south rap', 'hip hop']"
WHITE STRIPES,"['garage rock', 'punk blues', 'permanent wave', 'alternative rock', 'indie rock', 'blues-rock']"
VICTOR YOUNG,['soundtrack']
THE CHAKACHAS,[]
EDDIE LOVETTE,['lovers rock']
DEVICE,[]
FRANZ FERDINAND,"['dance-punk', 'indie rock', 'rock']"
VINCE HILL,[]
MIKE POSNER featuring BIG SEAN,"['underground pop rap', 'pop rap', 'indie r&b', 'pop', 'dance pop']"
DAVID FOSTER,[]
SIA,"['australian dance', 'pop', 'synthpop', 'dance pop']"
DEV featuring THE CATARACS,"['pop', 'dance pop']"
YARBOROUGH & PEOPLES,[]
SHIRLEY CAESAR,"['gospel', 'christian christmas']"
J BALVIN,"['reggaeton', 'hurban', 'tropical']"
SOLOMON BURKE,"['southern soul', 'soul blues', 'memphis soul', 'jazz blues', 'soul', 'soul christmas', 'chicago soul', 'motown', 'jazz christmas']"
BEACH BOYS,"['surf music', 'pop christmas']"
JANE MORGAN,"['deep adult standards', 'adult standards', 'christmas', 'easy listening']"
TITIYO,"['swedish pop', 'classic swedish pop']"
THE BROWNS featuring JIM EDWARD BROWN,[]
RUBY WINTERS,[]
EMMYLOU HARRIS,"['country rock', 'traditional folk', 'folk', 'folk christmas', 'melancholia', 'country christmas', 'lilith', 'folk rock']"
THE MAR-KETS,['surf music']
JELLYBEAN featuring ELISA FIORILLO,"['freestyle', 'hi nrg', 'soul christmas']"
THE TORNADOES,['surf music']
JASON MRAZ featuring COLBIE CAILAT,"['neo mellow', 'pop christmas', 'pop rock', 'pop']"
SAVOY BROWN,"['british blues', 'blues-rock', 'classic rock', 'southern rock', 'electric blues', 'modern blues', 'psychedelic rock', 'texas blues']"
BOBBY BYRD,[]
SNOOP DOGG featurinG T-PAIN,"['gangster rap', 'g funk', 'west coast rap', 'hip hop', 'rap', 'pop rap', 'pop christmas']"
JONES GIRLS,"['quiet storm', 'post-disco', 'disco', 'funk', 'motown', 'classic funk rock', 'soul']"
GEORGE CLINTON,"['p funk', 'classic funk rock', 'funk', 'funk rock', 'soul']"
SHALAMAR,"['post-disco', 'disco', 'funk', 'classic funk rock', 'hi nrg', 'quiet storm', 'funk rock', 'motown', 'soul']"
TRAVIS TRITT,"['country', 'country christmas', 'contemporary country', 'country road', 'country rock', 'outlaw country', 'traditional country', 'nashville sound']"
CHARLIE WORSHAM,['modern country rock']
THE WAIKIKIS,[]
PRINCE ROYCE featuring JENNIFER LOPEZ & PITBULL,"['hurban', 'bachata', 'tropical', 'merengue urbano']"
DEJ LOAF,['trap music']
Luiz De Carvalho,['brazilian gospel']
LSG,[]
VICKI SUE ROBINSON,"['disco', 'hi nrg']"
THE GUNTER KALLMANN CHORUS,[]
CHRIS KENNER,"['new orleans blues', 'jump blues', 'jazz blues', 'jazz christmas']"
MICHAEL JACKSON with AKON,"['dance pop', 'pop christmas', 'pop']"
DINAH WASHINGTON,"['vocal jazz', 'jazz christmas', 'jazz blues', 'cabaret', 'lounge', 'christmas', 'adult standards']"
DON NIX,['modern southern rock']
MC BREED,"['juggalo', 'gangster rap', 'west coast rap', 'g funk', 'detroit hip hop', 'hyphy']"
JUSTIN BIEBER,"['teen pop', 'pop', 'dance pop', 'pop christmas']"
TOMMY LEE,"['heavy christmas', 'rap metal', 'rap rock', 'glam metal']"
PEE WEE HUNT,"['new orleans jazz', 'deep adult standards']"
SERJ TANKIAN,"['alternative metal', 'nu metal', 'rap rock', 'industrial metal', 'funk metal', 'rap metal', 'industrial rock', 'funk rock', 'post-grunge', 'groove metal']"
A*TEENS,"['europop', 'bubblegum dance', 'dance pop', 'pop christmas', 'teen pop', 'eurodance']"
DICK JAMES,[]
VALENTINOS,[]
SOLO,[]
LIL WAYNE featuring GUDDA,"['pop rap', 'trap music', 'southern hip hop', 'dirty south rap', 'crunk', 'hip hop', 'pop christmas']"
LITTLE TEXAS,"['country', 'country christmas', 'contemporary country', 'country road']"
GABRIEL KAPLAN,[]
SEAN KINGSTON featuring CHRIS BROWN & WIZ KHALIFA,"['dance pop', 'pop rap', 'soul christmas', 'pop christmas', 'urban contemporary']"
CASEY WESTON,['deep talent show']
SOLE,"['abstract hip hop', 'underground hip hop']"
MAROON 5 featuring RIHANNA,"['pop rock', 'pop', 'pop christmas', 'neo mellow', 'boy band', 'dance pop']"
BILLY LEACH,[]
SAM THE SHAM,"['classic garage rock', 'bubblegum pop']"
TEDDY RANDAZZO,[]
D'ANGELO,"['neo soul', 'r&b', 'indie r&b', 'urban contemporary']"
PITBULL featuring JENNIFER LOPEZ & CLAUDIA LEITTE,"['dance pop', 'pop', 'pop rap', 'latin', 'hurban']"
REX SMITH,[]
JODY REYNOLDS,"['rockabilly', 'rock-and-roll']"
THE JIMI HENDRIX EXPERIENCE,"['blues-rock', 'classic rock', 'psychedelic rock', 'british blues', 'rock', 'modern blues', 'electric blues', 'album rock']"
TOAD THE WET SPROCKET,"['pop rock', 'post-grunge', 'alternative rock', 'neo mellow']"
HAVANA BROWN featuring PITBULL,"['deep dance pop', 'australian dance', 'pop']"
PEBBLES with SALT-N-PEPA,"['new jack swing', 'freestyle', 'urban contemporary']"
THE FABULOUS POODLES,['pub rock']
SOUL BROTHERS SIX,"['northern soul', 'chicago soul']"
MAZE featuring FRANKIE BEVERLEY,"['funk', 'quiet storm', 'classic funk rock', 'funk rock', 'post-disco', 'disco', 'soul', 'new jack swing', 'jazz funk', 'motown', 'neo soul']"
HUNTER HAYES,"['modern country rock', 'country road', 'contemporary country', 'country christmas']"
NICKELBACK,"['post-grunge', 'alternative metal', 'nu metal', 'rap rock', 'funk metal', 'alternative rock', 'pop rock', 'rock']"
SANDIE SHAW,"['merseybeat', 'british invasion', 'brill building pop']"
D.J. JAZZY JEFF & THE FRESH PRINCE,[]
ALLAN CLARKE,[]
NORMA JEAN WRIGHT,"['deep disco', 'post-disco', 'disco']"
TRAFFIC,"['british blues', 'psychedelic rock', 'classic rock', 'blues-rock', 'folk rock', 'art rock', 'progressive rock', 'symphonic rock', 'album rock', 'mellow gold', 'rock']"
LARRY WILLIAMS,[]
BETTY JOHNSON,['deep adult standards']
McGUINN CLARK & HILLMAN,"[""traditional rock 'n roll"", 'country rock', 'folk rock']"
NEW BOYZ featuring CHRIS BROWN,"['jerk', 'pop rap', 'southern hip hop', 'alternative hip hop', 'trap music', 'dance pop']"
SOFIA SHINAS,[]
TIMBALAND featuring NELLY FURTADO & SOSHY,"['dance pop', 'pop rap', 'pop', 'hip hop']"
KENNY ROGERS & THE FIRST EDITION,['bubblegum pop']
ST. TROPEZ,['italian progressive rock']
JUSTIN BIEBER featuring R. KELLY,"['teen pop', 'pop', 'dance pop', 'pop christmas']"
FINE YOUNG CANNIBALS,"['new wave pop', 'new romantic', 'dance rock', 'new wave', 'synthpop', 'art rock']"
BOBBY ROSS AVILA,[]
OAKENFOLD featuring SHIFTY SHELLSHOCK,[]
Goldie Hill,['honky tonk']
LUKE BRYAN featuring KAREN FAIRCHILD,"['country road', 'contemporary country', 'country', 'country christmas']"
THE HAPPENINGS,"['bubblegum pop', 'british invasion', 'merseybeat']"
BOY MEETS GIRL,['new wave pop']
Sunken Foal,['ambient idm']
THUNDERCLAP NEWMAN,"['british invasion', 'merseybeat', 'bubblegum pop', 'british blues']"
TANYA BLOUNT,['southern soul blues']
NEW CHRISTY MINSTRELS,['traditional folk']
SKYY,"['post-disco', 'funk', 'post-disco soul', 'disco', 'classic funk rock', 'quiet storm']"
BOB DARIN,[]
DELFONICS,"['soul', 'motown', 'chicago soul', 'memphis soul', 'quiet storm', 'southern soul', 'funk', 'classic funk rock', 'soul blues', 'funk rock']"
KANSAS,"['progressive rock', 'album rock', 'symphonic rock', 'bow pop', 'rock', 'art rock', 'classic rock', 'hard rock', 'soft rock']"
JUSTIN BIEBER featuring HALSEY,"['teen pop', 'pop', 'dance pop', 'pop christmas']"
COYOTE SISTERS,[]
ANGELA BOFILL,"['quiet storm', 'post-disco', 'funk', 'new jack swing', 'urban contemporary']"
FUTURE featuring KANYE WEST,"['deep trap', 'trap music', 'alternative hip hop', 'pop rap']"
ARLO GUTHRIE,"['traditional folk', 'folk', 'folk rock', 'singer-songwriter', 'country rock', 'roots rock', 'folk-pop', 'mellow gold']"
FIVE FINGER DEATH PUNCH,"['groove metal', 'melodic metalcore', 'nu metal', 'metalcore', 'rap metal', 'alternative metal', 'rap rock']"
TRUTH HURTS featuring RAKIM,"['hip pop', 'urban contemporary', 'r&b', 'neo soul', 'new jack swing']"
KING HARVEST,[]
MOBY,"['electronic', 'big beat']"
RAY PARKER JNR.,[]
DEL AMITRI,"['melancholia', 'celtic rock', 'pop rock', 'singer-songwriter', 'power pop', 'scottish rock', 'roots rock', 'mellow gold', 'new wave pop']"
LORRIE MORGAN,"['country christmas', 'country', 'country dawn', 'contemporary country', 'nashville sound', 'country gospel']"
TOBY LOVE featuring RAKIM & KEN-Y,"['hurban', 'tropical', 'bachata', 'reggaeton', 'merengue']"
DEE DEE WARWICK,"['northern soul', 'chicago soul', 'motown']"
WILL CHAMPLIN,['deep soft rock']
STYLES,[]
ORLEANS,"['soft rock', 'mellow gold']"
XAVIER CUGAT & HIS ORCHESTRA,"['mambo', 'latin jazz', 'cuban rumba']"
TUFANO & GIAMMARESE,[]
BILL PURSELL,['easy listening']
PHARCYDE,"['underground hip hop', 'hip hop', 'old school hip hop', 'rap', 'alternative hip hop', 'turntablism', 'hardcore hip hop', 'east coast hip hop', 'rap rock', 'juggalo', 'pop rap']"
LIL MAMA featuring CHRIS BROWN,"['hip pop', 'dance pop', 'urban contemporary', 'r&b', 'pop', 'pop rap']"
MAX-A-MILLION,"['hip house', 'eurodance']"
PEPSI & SHIRLIE,[]
WRECKX-N-EFFECT,"['new jack swing', 'miami bass', 'old school hip hop', 'hip hop']"
112 featuring LUDACRIS,"['urban contemporary', 'new jack swing', 'r&b', 'hip pop', 'neo soul', 'dance pop']"
SNOOP DOGG feat JUSTIN TIMBERLAKE,"['gangster rap', 'g funk', 'west coast rap', 'hip hop', 'rap', 'pop rap', 'pop christmas']"
KORYN HAWTHORNE,[]
CARL DOUGLAS,"['disco', 'hi nrg']"
JOHN O'BANION,['deep soft rock']
AL WILSON,"['northern soul', 'chicago soul', 'beach music', 'motown', 'soul', 'southern soul', 'memphis soul', 'quiet storm', 'soul blues']"
MARLENE SHAW,[]
CASE featuring FOXY BROWN,"['new jack swing', 'r&b', 'urban contemporary', 'neo soul']"
JONATHAN CAIN,['smooth jazz']
CHUCK WILLIS,"['jump blues', 'jazz blues', 'new orleans blues', 'southern soul', 'rock-and-roll', 'soul blues', 'memphis soul', 'soul']"
TIGHT FIT,[]
CORY BRAVERMAN,[]
VIK VENUS,[]
THE CRESTS,['doo-wop']
ODYSSEY,[]
ERICK SERMON  featuring REDMAN,"['east coast hip hop', 'hardcore hip hop', 'rap', 'old school hip hop', 'hip hop']"
R. KELLY featuring 2 CHAINZ,"['urban contemporary', 'r&b', 'pop christmas', 'new jack swing', 'soul christmas', 'dance pop', 'indie r&b', 'pop', 'pop rap']"
ANDRU DONALDS,[]
LISA FISCHER,"['quiet storm', 'new jack swing', 'urban contemporary', 'freestyle']"
CHIFFONS,"['brill building pop', 'girl group', 'doo-wop']"
JASMINE GUY,['new jack swing']
YELLOW MAGIC ORCHESTRA,"['j-dance', 'zolo', 'japanese psychedelic', 'electro', 'new wave', 'new romantic']"
PARIS SISTERS,['brill building pop']
DELANEY & BONNIE,"['classic rock', 'mellow gold']"
THE ROOTS featuring ERYKAH BADU,"['hip hop', 'underground hip hop', 'rap', 'pop rap']"
"SHAGGY featuring RICARDO ""RIKROK"" DUCENT",['dancehall']
NICK FRADIANI,[]
ORCHESTRAL MANOEUVRES IN THE DARK,"['new romantic', 'new wave', 'dance rock', 'permanent wave', 'synthpop', 'new wave pop', 'art rock']"
VICKI TASSO,[]
The Embassy,"['swedish indie rock', 'balearic', 'swedish indie pop']"
THE SHACKLEFORDS,['deep free jazz']
DEMI LOVATO featuring JONAS BROTHERS,"['teen pop', 'pop christmas', 'pop', 'dance pop']"
SANDY NELSON,"['rock-and-roll', 'rockabilly', 'surf music']"
O.U.O.,[]
FREEDOM WILLIAMS,['hip house']
MEMPHIS BLEEK feat JAY-Z & MISSY ELLIOTT,"['hardcore hip hop', 'rap', 'crunk', 'dirty south rap', 'hip hop', 'gangster rap', 'pop rap']"
KANYE WEST featuring T-PAIN,"['pop rap', 'hip hop', 'pop christmas']"
THE ATLANTA DISCO BAND,[]
BILLY GILMAN,"['country', 'country christmas', 'contemporary country', 'country road']"
GLEE CAST featuring GWYNETH PALTROW,"['teen pop', 'pop christmas']"
WILLIE MAX featuring RAPHAEL SAADIQ,[]
ROZALLA,"['hip house', 'eurodance']"
SUSAN RAYE,"['nashville sound', 'traditional country', 'country gospel']"
PARKER McGEE,['deep soft rock']
ARCADIA,"['new romantic', 'dance rock', 'new wave', 'synthpop', 'new wave pop']"
DEJA,[]
THE LONELY ISLAND,['comic']
CHICAGO,"['soft rock', 'mellow gold', 'album rock', 'country rock', 'folk rock', 'rock', 'singer-songwriter', 'roots rock', 'pop christmas']"
IV XAMPLE,"['new jack swing', 'new jack smooth']"
EMILIO PERICOLI,[]
JUDY COLLINS,"['traditional folk', 'folk', 'folk christmas', 'folk rock', 'folk-pop', 'singer-songwriter', 'mellow gold']"
THE NEON PHILHARMONIC,[]
JAMES INGRAM with MICHAEL McDONALD,"['quiet storm', 'new jack swing', 'soul', 'motown', 'urban contemporary']"
